Date,Part Number,serialNumber,typeName,stationNumber,stationDescription,Faulire Code,Failure Description,Defect,failureDetails,Action Code,Material Code,Material Desc,partClass
6/20/2023 0:00,20068930,1823490,Assembly,4-B,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Chassis was bad alignment.., Replace Component/NCR,20068083,"CHASSIS, AMAT MDP PIB",Sheet Metal
6/21/2023 0:00,20067921,1739061,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Damaged HW,cable damaged, Replace Component/NCR,20032109,CA ASSY VOLTAGE PROBE,Cables & Cable Assy's
6/21/2023 0:00,20069401,1817253,Test,2-BT,Test Bench,C Curves,Failure,Replace Capacitor,"C2 Failed, out of spec.", Replace Component/NCR,20064129,CVUN-500AC/8-JHJL-Z1,Capacitor
6/22/2023 0:00,20069401,1817255,Test,2-BT,Test Bench,RF Failure,RF Failure,RF Arched,RF test failed. The power reflect too high at 20 Watt., Replace Component/NCR,20067337,"PMD ASSY, ANALOG, 13MHz, CW",Phase Mag
6/22/2023 0:00,20081759,1821734,Assembly,3-D,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Panel Bulkhead received as it is from vendor the pem nut for the screws doesn't line up when placed on the panel, Replace Component/NCR,20083638,"PANEL, BULKHEAD",Sheet Metal
6/26/2023 0:00,20069401,1817260,Test,2-BT,Test Bench,RF Failure,RF Failure,RF Arched,The power reflect too high., Replace Component/NCR,20067337,"PMD ASSY, ANALOG, 13MHz, CW",Phase Mag
6/26/2023 0:00,20082481,1817245,Test,2-BT,Test Bench,Components,Component Failures,VI Probe,Reflection very High, Replace Component/NCR,20067337,"PMD ASSY, ANALOG, 13MHz, CW",Phase Mag
6/26/2023 0:00,20082481,1817249,Test,2-BT,Test Bench,Components,Component Failures,Fan/Motors/Cables,C2 making noise and impedance not changing on VNA, Replace Component/NCR,20064129,CVUN-500AC/8-JHJL-Z1,Capacitor
6/26/2023 0:00,20082481,1817252,Test,2-ET,Test Bench,Interlock Failure,Interlock Failure,Interlock Test Failure,Capacitor 2 was siezed and humm noise suggest replace Cap2, Replace Component/NCR,20064129,CVUN-500AC/8-JHJL-Z1,Capacitor
6/26/2023 0:00,20088206,1821717,Test,2- CT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Capacitor C2 out of spec. See Impedance attach., Replace Component/NCR,10003062-001,CVZV-4000BC/5-BCF,Capacitor
6/27/2023 0:00,20031907,2230422,Calibration,PMD Station,PMD Station,Phase Mag Tests,,C6,Excessive VMagErr over RF range., Replace Component/NCR,20045325,ASSY PMD 400KHZ GND-ISO NON-CAL,Phase Mag
6/27/2023 0:00,20062704,1828351,Assembly,4-B,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Vent corners, Replace Component/NCR,200063000,"ENCL,RFM,10KW+DC",Sheet Metal
6/28/2023 0:00,20067921,1739057,Assembly,4-C,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Need to replaced the old RF INTLK cables for the new REV., Replace Component/NCR,20064187,"CA ASSY, RF INTLK, DSM ANALOG CAPBOX",Cables & Cable Assy's
6/28/2023 0:00,20088206,1821721,Test,2- CT,Test Bench,Interlock Failure,Interlock Failure,Interlock Test Failure,Interlock Failed replace PCB., Replace Component/NCR,10007217,PCB ASSY MATCH CONTROLLER V1.2.3,Controller PCBA
6/30/2023 0:00,20088206,1821719,Test,2- CT,Test Bench,Interlock Failure,Interlock Failure,Interlock Test Failure,Interlock failed. Replace PCB., Replace Component/NCR,10007217,PCB ASSY MATCH CONTROLLER V1.2.3,Controller PCBA
7/10/2023 0:00,20031909,2310003,Calibration,PMD Station,PMD Station,Phase Mag Tests,,C3,defective R67 unstable reading. could not zero out, Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
7/10/2023 0:00,20031909,2310027,Calibration,PMD Station,PMD Station,Phase Mag Tests,,D2,"Defective R6, could not adjust to spec range. Reading is at 12.2846V", Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
7/11/2023 0:00,20069401,1829205,Test,2-BT,Test Bench,Components,Component Failures,Damaged Parts,Impedance test failed. C2 is noise., Replace Component/NCR,20064129,CVUN-500AC/8-JHJL-Z1,Capacitor
7/11/2023 0:00,853-040482-682,1827730,Assembly,3-D,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,The Capacitors failed for HI POT test., Replace Component/NCR,20082905,CFMN-2800BAC/8-DE-G,Capacitor
7/12/2023 0:00,853-040482-682,1807896,Assembly,3-C,Flex Assembly Bench,Components,Component Failures,Damaged Parts,Failed Hi-pot test, Replace Component/NCR,20082905,CFMN-2800BAC/8-DE-G,Capacitor
7/12/2023 0:00,853-040482-682,1827728,Assembly,4-B,Flex Assembly Bench,Components,Component Failures,Damaged Parts,Failed Hi-pot test, Replace Component/NCR,20082905,CFMN-2800BAC/8-DE-G,Capacitor
7/12/2023 0:00,853-040482-682,1827728,HiPot Test,HiPot Test Station,HX,Hi-Pot,test failure,Re-Hi-pot Capacitor,Re Hi Pot C5 and C6 individually. Failed multiple times. ENG was present for failure.,Open Match to Investigate,20082905,CFMN-2800BAC/8-DE-G,Capacitor
7/12/2023 0:00,853-040482-682,1827728,HiPot Test,HiPot Test Station,HX,Hi-Pot,test failure,Replace Capacitor,Re Hi Pot C5 and C6 individually. Failed multiple times. ENG was present for failure.,Open Match to Investigate,20082905,CFMN-2800BAC/8-DE-G,Capacitor
7/12/2023 0:00,853-040482-682,1827729,HiPot Test,HiPot Test Station,HX,Hi-Pot,test failure,Re-Hi-pot Capacitor,Re Hi Pot C5 and C6 individually. Failed multiple times. ENG was present for failure.,Open Match to Investigate,20082905,CFMN-2800BAC/8-DE-G,Capacitor
7/12/2023 0:00,853-040482-682,1827730,HiPot Test,HiPot Test Station,HX,Hi-Pot,test failure,Re-Hi-pot Capacitor,Re Hi Pot C5 and C6 individually. Failed multiple times. ENG was present for failure.,Open Match to Investigate,20082905,CFMN-2800BAC/8-DE-G,Capacitor
7/14/2023 0:00,20063066,1829196,Test,1-AT,Flex Test Bench,Burned,at RF testing,Replace Component,Match failed RF out of spec. Need replaced cap c1, Replace Component/NCR,10000660-022,CVUN-500AC/8-JHJA-Z1,Capacitor
7/14/2023 0:00,20063066,1829198,Test,1-AT,Flex Test Bench,Document,OMS/TP/Others,Incorrect HW,"Match failed impedance with Real value measured out of SPEC, need to replace cap C1", Replace Component/NCR,10000660-022,CVUN-500AC/8-JHJA-Z1,Capacitor
7/14/2023 0:00,20066743,1829995,Test,1-AT,Flex Test Bench,Document,OMS/TP/Others,Incorrect HW,Match failed impedance with Real value measured out of SPEC. Suggest replacing cap c1., Replace Component/NCR,20064130,CVUN-1500AC/4-JHJL-Z1,Capacitor
7/19/2023 0:00,20067921,1834019,Assembly,3-D,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Chassis has a dent on the bottom left side received as it is from vendor., Replace Component/NCR,20068280,"CHASSIS, AMAT DSM ANLG BOTTOM TUNER IPS",Sheet Metal
7/19/2023 0:00,20071327,1832794,Test,2- CT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Capacitor C2 failed Impedance. See screenshot upload.Replace Capacitor C2., Replace Component/NCR,10000709-018,CVUN-250AC/15-JHJA-Z1,Capacitor
7/19/2023 0:00,20076507,1806172,Test,CL-2,Kiyo Test Clone 2,Document,OMS/TP/Others,Incorrect HW,fail: match cover interlock switch, Replace Component/NCR,20076500,"HARN, SIG,FD-THRU,INTLK",Cables & Cable Assy's
7/20/2023 0:00,20031426,1834666,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Missing PEM nut., Replace Component/NCR,20031628,PANEL BOTTOM,Sheet Metal
7/21/2023 0:00,20071327,1832791,Test,2- CT,Test Bench,Components,Component Failures,Fan/Motors/Cables,"Vpp Failed, Won't reach 3V for Vpp. Replace Phase Mag.", Replace Component/NCR,10009897,ASSY PMD 13.56MHZ GND-REF CAL,Phase Mag
7/21/2023 0:00,20082481,1834685,Test,2-BT,Test Bench,C Curves,Failure,Replace Capacitor,Corner 1 & 4 imaginary is out of SPEC! Replace  C2 Cap, Replace Component/NCR,20064130,CVUN-1500AC/4-JHJL-Z1,Capacitor
7/24/2023 0:00,10003939,1834669,Test,1-AT,Flex Test Bench,Interlock Failure,Interlock Failure,Interlock Test Failure,interlock not working. replace bottom interlock switch., Replace Component/NCR,10004353,INTLK,Others
7/24/2023 0:00,20082481,1834687,Test,2-BT,Test Bench,RF Failure,RF Failure,RF Arched,Phase-Mag Failed RF Test. (Replace Phase-Mag), Replace Component/NCR,20067337,"PMD ASSY, ANALOG, 13MHz, CW",Phase Mag
7/25/2023 0:00,20068930,1835685,Assembly,3-C,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Scratches, Replace Component/NCR,20068086,"BRKT,SHIELD,V2",Sheet Metal
7/31/2023 0:00,20031909,2310026,Calibration,PMD Station,PMD Station,Phase Mag Tests,,C3,"Defective R67, will not adjust to spec range. Reading is at 14.2389", Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
7/31/2023 0:00,20062704,1836551,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Hole of the coupler not deep enough., Replace Component/NCR,200061925,COUPLER HEX SCREW HEAD,Others
8/2/2023 0:00,20071327,1836557,Test,2-AT,RF Test Bench,Components,Component Failures,VI Probe,Hi reflection on RF. Please replace phase mag, Replace Component/NCR,10009897,ASSY PMD 13.56MHZ GND-REF CAL,Phase Mag
8/4/2023 0:00,20088206,1837085,Test,2- CT,Test Bench,Components,Component Failures,PCB Failure,Replace PCB won't communicate when lubricate match., Replace Component/NCR,,,Controller PCBA
8/4/2023 0:00,20088206,1837089,Test,2- CT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Replace Capacitor C2 out of spec. Reading at 49/50R 12.9 ohms and 49/50I -289.5 ohms., Replace Component/NCR,10003062-001,CVZV-4000BC/5-BCF,Capacitor
8/7/2023 0:00,20031426,1837904,Assembly,3-E,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Fan was broken., Replace Component/NCR,10007335,"FAN,119x119X25,24VDC,173m3/h,TERMS",Fan
8/8/2023 0:00,20031909,2230322,Calibration,PMD Station,PMD Station,Phase Mag Tests,,B3,Defective C11 will not adjust to spec. Reading is at 1.2396V, Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
8/8/2023 0:00,20081525,1838038,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,No counter sink holes, Replace Component/NCR,20047153,Support top 27MHz Bracket C1-C2,Others
8/8/2023 0:00,20088206,1838033,Test,2-BT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Stepper motor for C1 defective. Please replace, Replace Component/NCR,20030551,MOTOR STEPPER PK268-03A-C41,Others
8/9/2023 0:00,20088206,1838035,Test,2- CT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Replace cover arched during Burn in., Replace Component/NCR,,,Others
8/14/2023 0:00,20031907,2230491,Calibration,PMD Station,PMD Station,Components,Component Failures,PCB Failure,Per OMS top PCBA 14-pin connector is solder to the wrong orientation., Replace Component/NCR,20045325,ASSY PMD 400KHZ GND-ISO NON-CAL,Phase Mag
8/14/2023 0:00,20069401,1839078,Test,2-BT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Fan is Defective. Need to replace!, Replace Component/NCR,10010188,"FAN,119x38,24VDC/11W,237m3/H,4184NXH",Fan
8/14/2023 0:00,20069401,1839080,Test,2-BT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Fan is Defective need to be replace!, Replace Component/NCR,10010188,"FAN,119x38,24VDC/11W,237m3/H,4184NXH",Fan
8/15/2023 0:00,20031426,1837902,Test,2-BT,Test Bench,Components,Component Failures,PCB Failure,Operation mode does not work., Replace Component/NCR,20032127,PCB ASSY MATCH CONTROLLER V2.0.14,Controller PCBA
8/15/2023 0:00,20031426,1841078,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Micro Jack was broken., Replace Component/NCR,20032101,MICRO JACK 0.81-1.17mm,Others
8/15/2023 0:00,20071327,1839083,Test,2- CT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Replace Phase Mag failed during RF test., Replace Component/NCR,10009897,ASSY PMD 13.56MHZ GND-REF CAL,Phase Mag
8/16/2023 0:00,20031426,1837899,Test,2-BT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Fan no work., Replace Component/NCR,10007335,"FAN,119x119X25,24VDC,173m3/h,TERMS",Fan
8/16/2023 0:00,20081759,1832799,Test,2-BT,Test Bench,Components,Component Failures,Cable,Cable USB Right Ang was not working. Need replace, Replace Component/NCR,20073782,"CABLE,USB,MINI-B M-RA TO B-F PNL MT,12IN",Cables & Cable Assy's
8/18/2023 0:00,20067921,1841662,Assembly,3-D,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Top Panel has lots of water mark received as it is from vendor., Replace Component/NCR,200062419,"PANEL, TOP",Sheet Metal
8/21/2023 0:00,20069401,1841104,Test,2-BT,Test Bench,C Curves,Failure,Replace Capacitor,"C1 out of spec, Corner 1 and 2", Replace Component/NCR,20064130,CVUN-1500AC/4-JHJL-Z1,Capacitor
8/21/2023 0:00,20081759,1837908,Test,2- CT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Replace Capacitor C1 cannot tune in spec limit., Replace Component/NCR,20079693,CVUN-500AC/8-BGJA-Z,Capacitor
8/22/2023 0:00,20081525,1842078,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Missing part 20050705, Replace Component/NCR,20067861,FLEX 600 STRAP KIT,Others
8/22/2023 0:00,853-040482-682,1840734,HiPot Test,HiPot Test Station,HX,Hi-Pot,test failure,Re-Hi-pot Capacitor,Remove C5 and C6. Hi-pot them individually,Open Match to Investigate,20082905,CFMN-2800BAC/8-DE-G,Capacitor
8/22/2023 0:00,853-040482-682,1840736,HiPot Test,HiPot Test Station,HX,Hi-Pot,test failure,Re-Hi-pot Capacitor,Remove C5 and C6. Hi-pot them individually.,Open Match to Investigate,20082905,CFMN-2800BAC/8-DE-G,Capacitor
8/23/2023 0:00,10003939,1838167,Test,1-BT,Flex Test Bench,Interlock Failure,Interlock Failure,Interlock Test Failure,interlock switch on the bottom of the match defective. Please replace, Replace Component/NCR,10004353,INTLK,Others
8/23/2023 0:00,10003939,1838168,Test,1-BT,Flex Test Bench,Components,Component Failures,Damaged Parts,2MHz Capacitor making noise during cycling test. Please replace CAP, Replace Component/NCR,,,Capacitor
8/23/2023 0:00,20030643,1842094,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Interlocks hole was overcut ., Replace Component/NCR,10011247,Front Panel,Others
8/23/2023 0:00,20051581,1842091,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Interlock holes is Over cut, Replace Component/NCR,20047092,PANEL FRONT,Sheet Metal
8/24/2023 0:00,10003939,1838169,Test,1-BT,Flex Test Bench,R+JX,R+JX,60Mhz Imaginary,63 MHZ failing. Please replace 60 MHz CAP, Replace Component/NCR,10000679-001,CVHE-330AC/10-BEAA-CF,Capacitor
8/24/2023 0:00,20051581,1842093,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Panel front was scratched ., Replace Component/NCR,20047092,PANEL FRONT,Others
8/24/2023 0:00,20063066,1842830,Assembly,3-D,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,CONN RF OUTPUT has damaged thread holes cause during production built., Replace Component/NCR,10008427,"CONN, RF, SOCKET, 20mm, BL20N",Others
8/24/2023 0:00,20081759,1837906,Test,2- CT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Replace Capacitor C2 can't tune to spec., Replace Component/NCR,20073597,CVUN-500BC/12-BGJA-Z1,Capacitor
8/24/2023 0:00,20083163,1841096,Test,2- CT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Failed Vdc Bias docklight reading 2.00 V. See picture upload., Replace Component/NCR,10008759,PCB ASSY VOLTAGE PROBE,Others
8/25/2023 0:00,20051581,1842092,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Cap has no paper work, Replace Component/NCR,10000659-020,CVUN-1000AC/5-BEFA-C,Capacitor
8/25/2023 0:00,20067921,1841664,Assembly,3-A,Flex Assembly Bench,Assembly,Station Issues,Fixture/Others,Connector has a wrong orientation., Replace Component/NCR,20090304,"PCBA, AMAT DSM CAPBOX ANALOG INTERFACE",Controller PCBA
8/25/2023 0:00,20069401,1841105,Quality Control Check,QC Check Station,Check Station,QC Failure,Hardware Failure,Incorrect Info on document,SN# on the match is 1841100; traveler document is for SN# 1841105. Quoc asked Minh to verify for correction.,Fix Discrepancy,,,Match
8/25/2023 0:00,20079159,2334001,Calibration,PMD Station,PMD Station,Phase Mag Tests,,C5,"Failed C5 test, defective R59 will not adjust to spec range. This PMD is in house build. Need a replacement.", Replace Component/NCR,,,Phase Mag
8/28/2023 0:00,20067921,1841663,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Output Insulator get burn when during test., Replace Component/NCR,10006926,OUTPUT INSULATOR,Others
8/29/2023 0:00,10003939,1842090,OQA Inspection,2-Jan,Quality Outgoing Inspection,QC Failure,Hardware Failure,"Missing Screw, Nut",Missing screw bottom panel.,Fix Discrepancy,,,Match
8/30/2023 0:00,20031907,2230426,Calibration,PMD Station,PMD Station,Phase Mag Tests,,C3,TEST C3 [Sw2_5: R67] - MagError: Adj. for 0±10mV Defective R67 could not adjust to spec range. reading is at -13.343V, Replace Component/NCR,20045325,ASSY PMD 400KHZ GND-ISO NON-CAL,Phase Mag
8/30/2023 0:00,20079159,2335001,Calibration,PMD Station,PMD Station,Phase Mag Tests,,C5,Defective R59 will not adjust to spec range.  This PMD is in house build. Failed after rework. Need a replacement., Replace Component/NCR,,,Phase Mag
8/31/2023 0:00,20031426,1841082,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Water stan, Replace Component/NCR,20031641,PANEL TOP,Sheet Metal
8/31/2023 0:00,20079159,2335002,Calibration,PMD Station,PMD Station,Phase Mag Tests,,C5,Defective R59 will not adjust to spec range.  This PMD is built in house. Failed after rework.  Replace bottom PCB board., Replace Component/NCR,,,Phase Mag
8/31/2023 0:00,20081759,1842082,Assembly,3-D,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Motor Stepper dowel pin is not center received as it is from vendor., Replace Component/NCR,20074496,"MOTOR, STEP, PK244PA, 3/32x1/2 CPLR PIN",Others
8/31/2023 0:00,20082481,1841647,Test,2-BT,Test Bench,Components,Component Failures,Fan/Motors/Cables,RF power Reflection high, Replace Component/NCR,20067337,"PMD ASSY, ANALOG, 13MHz, CW",Phase Mag
9/1/2023 0:00,20081759,1842083,Test,2- CT,Test Bench,Components,Component Failures,PCB Failure,Won't be able to download firmware error usb won't communicate. Replace PCB Controller., Replace Component/NCR,20069448,PCBA MNC  ETHERCAT,Controller PCBA
9/11/2023 0:00,20031426,1841091,Test,2-AT,RF Test Bench,Components,Component Failures,Damaged Parts,"Failing impedance, please replace capacitor", Replace Component/NCR,10000818-001,CVBA-1000AC/5-JHJA,Capacitor
9/11/2023 0:00,20031907,2230387,Calibration,PMD Station,PMD Station,Components,Component Failures,PCB Failure,Defective 14 pin connector on top PCBA board. 24V in zero amps out. Verified with another test box. Same results., Replace Component/NCR,20045325,ASSY PMD 400KHZ GND-ISO NON-CAL,Phase Mag
9/14/2023 0:00,20071327,1843865,Assembly,3-B,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,parts loose thread, Replace Component/NCR,10008427,"CONN, RF, SOCKET, 20mm, BL20N",Others
9/14/2023 0:00,20071327,1843865,Assembly,3-B,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,parts loose thread, Replace Component/NCR,10009232,NUT HEX MUE M30x1-BRS-SILV,Others
9/19/2023 0:00,20081759,1844264,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Cable uneven., Replace Component/NCR,20073782,"CABLE,USB,MINI-B M-RA TO B-F PNL MT,12IN",Cables & Cable Assy's
9/19/2023 0:00,20081759,1844265,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Cable missing heli coil., Replace Component/NCR,20073782,"CABLE,USB,MINI-B M-RA TO B-F PNL MT,12IN",Cables & Cable Assy's
9/20/2023 0:00,20031909,2320062,Calibration,PMD Station,PMD Station,Phase Mag Tests,,B3,"Failed B3 test. Defective C11, could adjust to target spec range.", Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
9/20/2023 0:00,20071327,1849488,Test,2- CT,Test Bench,Components,Component Failures,PCB Failure,Vpp PCB defective. Does not go above 2.14 V. Please replace, Replace Component/NCR,10009086,PCB ASSY VOLTAGE PROBE PROX SENSOR,Controller PCBA
9/22/2023 0:00,20063066,1851114,Test,2-BT,Test Bench,C Curves,Failure,Replace Capacitor,OUT OF SPE @ 4 CORNERS (REPLACE C1), Replace Component/NCR,10000660-022,CVUN-500AC/8-JHJA-Z1,Capacitor
9/22/2023 0:00,20071327,1851812,Assembly,3-B,Flex Assembly Bench,Components,Component Failures,Fan/Motors/Cables,Fan blade is touching the panel., Replace Component/NCR,10007335,"FAN,119x119X25,24VDC,173m3/h,TERMS",Fan
9/25/2023 0:00,10003939,1844284,Test,1-BT,Flex Test Bench,R+JX,R+JX,2Mhz Imaginary,"2MHz imaginary out of specs. At Max offset of 1940 imaginary is reading 182, whereas, the specs are 158 to 174.", Replace Component/NCR,,,Capacitor
9/25/2023 0:00,20063066,1851118,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,defective cable isn't working during the test., Replace Component/NCR,20033958,CA ASSY  RF INTLK,Cables & Cable Assy's
9/26/2023 0:00,10003939,1851823,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Scr did not aligned with the chassis, Replace Component/NCR,10004279,Cover Output,Others
9/26/2023 0:00,20063066,1851115,Assembly,3-C,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Scratches, Replace Component/NCR,20050897,"ENCL,40Mhz RFM",Sheet Metal
9/26/2023 0:00,20067580,1851120,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Panel hole wrong location., Replace Component/NCR,,,Sheet Metal
9/26/2023 0:00,853-040482-682,1851990,Assembly,3-C,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,failed hi pot test., Replace Component/NCR,20082905,CFMN-2800BAC/8-DE-G,Capacitor
9/27/2023 0:00,20071327,1851811,Test,2- CT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Phase Mag failed at RF-Test. See screenshot attached., Replace Component/NCR,10009897,ASSY PMD 13.56MHZ GND-REF CAL,Phase Mag
9/27/2023 0:00,20071327,1851818,Assembly,3-B,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Fan/Motors/Cables,Fan blade is touching the panel., Replace Component/NCR,10007335,"FAN,119x119X25,24VDC,173m3/h,TERMS",Fan
9/28/2023 0:00,20071327,1851814,Test,2- CT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Failed Phase-Mag RF-Test. Replace. See photo upload., Replace Component/NCR,10009897,ASSY PMD 13.56MHZ GND-REF CAL,Phase Mag
9/29/2023 0:00,853-040482-682,1851990,OQA Inspection,2-Jan,Quality Outgoing Inspection,QC Failure,Hardware Failure,"Document (labels, TP )",Capacitors serial number did not match the TP.,Fix Discrepancy,,,Others
10/2/2023 0:00,10009898,2210592,Calibration,PMD Station,PMD Station,Phase Mag Tests,,C3,"Defective C7, could not adjust to spec. Failed TEST C3. C7 is defective. Extremely stiff and unstable. When calibrating PMD.", Replace Component/NCR,10009901,ASSY PMD 13.56MHZ GND-ISO NON-CAL,Phase Mag
10/2/2023 0:00,20086219-002,1852626,Test,2- CT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Failed PCB Controller. Need to replace. See screenshot upload., Replace Component/NCR,10007217,PCB ASSY MATCH CONTROLLER V1.2.3,Controller PCBA
10/3/2023 0:00,20079159,2340003,Calibration,PMD Station,PMD Station,Phase Mag Tests,,C5,Defective R59 could not adjust to spec range., Replace Component/NCR,,,Phase Mag
10/4/2023 0:00,10009898,2221234,Calibration,PMD Station,PMD Station,Phase Mag Tests,,C3,"Defective C7, could not adjust to spec. C7 is defective.", Replace Component/NCR,10009901,ASSY PMD 13.56MHZ GND-ISO NON-CAL,Phase Mag
10/4/2023 0:00,20066743,1852923,Test,2- CT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Impedance Failed. Need to replace Capacitor C2. See screenshot upload., Replace Component/NCR,20064129,CVUN-500AC/8-JHJL-Z1,Capacitor
10/5/2023 0:00,20051581,1852666,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Part number printed on wrong side, Replace Component/NCR,20049984,COVER OUTPUT TOP PANEL,Others
10/5/2023 0:00,20051581,1852666,Test,1-BT,Flex Test Bench,R+JX,R+JX,60Mhz Real,Real of 57 MHZ and Imaginary of 60 MHZ at Tap 15 not coming within specs., Replace Component/NCR,10000679-001,CVHE-330AC/10-BEAA-CF,Capacitor
10/6/2023 0:00,10007681,1853938,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Cable wrong wiring, Replace Component/NCR,10008889,ASSY FAN,Fan
10/9/2023 0:00,20063066,1852937,Test,2-BT,Test Bench,Components,Component Failures,VI Probe,RF Test high reflection., Replace Component/NCR,20031909,ASSY PMD 40MHZ GND-ISO CAL,Phase Mag
10/10/2023 0:00,10003939,1853943,OQA Inspection,2-Jan,Quality Outgoing Inspection,QC Failure,Hardware Failure,Incorrect Hardware,Incorrect lock washer.,Fix Discrepancy,,,Match
10/10/2023 0:00,10003939,1853945,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,scratched., Replace Component/NCR,,,Sheet Metal
10/10/2023 0:00,10007681,1853937,Test,1-BT,Flex Test Bench,R+JX,R+JX,27Mhz Real,Failing cycling test for the 27MHz Please replace CAP, Replace Component/NCR,10000659-020,CVUN-1000AC/5-BEFA-C,Capacitor
10/10/2023 0:00,20031909,2140533,Calibration,PMD Station,PMD Station,Phase Mag Tests,,B3,"Defective C11, could not adjust to spec range", Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
10/10/2023 0:00,20031909,2320054,Calibration,PMD Station,PMD Station,Phase Mag Tests,,B3,"Defective C11, could adjust to target spec range.", Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
10/11/2023 0:00,10003939,1853947,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Pem nut loose, Replace Component/NCR,10004280,Housing Output Connector,Others
